reaction	linear_coefficient
CSNtex	0.2747390628469909
TAURtex	0.2747390628469909
GTPtex	0.2747390628469909
Htex	0.2747390628469909
H2tex	0.2747390628469909
MNLtex	0.2747390628469909
SO2tex	0.2747390628469909
GLCRtex	0.2747390628469909
H2Stex	0.2747390628469909
L_LACtex	0.2747390628469909
O2tex	0.2747390628469909
AGMtex	0.2747390628469909
INSTtex	0.2747390628469909
Ktex	0.2747390628469909
PROtex	0.2747390628469909
GSNtex	0.2747390628469909
MSO3tex	0.2747390628469909
IMPtex	0.2747390628469909
NMNtex	0.2747390628469909
IDONtex	0.2747390628469909
ACSERtex	0.2747390628469909
NO2tex	0.2747390628469909
CA2tex	0.2747390628469909
CO2tex	0.2747390628469909
GLCNtex	0.2747390628469909
MNtex	0.2747390628469909
TYRPtex	0.2747390628469909
XYLUtex	0.2747390628469909
XMPtex	0.2747390628469909
HCINNMtex	0.2747390628469909
SO4tex	0.2747390628469909
GLCUR1Ptex	0.2747390628469909
GTHRDtex	0.2747390628469909
THMDtex	0.2747390628469909
FRULYStex	0.2747390628469909
METSOX2tex	0.2747390628469909
XANtex	0.2747390628469909
GALCTtex	0.2747390628469909
DAPtex	0.2747390628469909
ARGTRS	0.16773595380857204
MTAN	0.4167377304019543
5DOAN	0.4167377304019543
A5PISO	0.30872640461914275
AACPS4	0.1395092160781701
MCOATA	0.32312791472351765
AACPS5	0.1395092160781701
AACPS3	0.1395092160781701
AACPS9	0.1395092160781701
AACPS8	0.1395092160781701
ACOATA	0.3157839218298912
AACPS2	0.1395092160781701
AACPS7	0.1395092160781701
AACPS6	0.1395092160781701
AACPS1	0.1395092160781701
AADDGT	0.22591827670441925
ECAP1pp	0.22591827670441925
ECAP2pp	0.22591827670441925
ECAP3pp	0.22591827670441925
AAMYL	0.19538640906062624
AAMYLpp	0.14742949145014436
ORNabcpp	0.38289473684210523
ARGabcpp	0.38174217188540976
LYSabcpp	0.38289473684210523
HISabcpp	0.36878081279147235
ARGt3pp	0.47981678880746165
LYSt3pp	0.47981678880746165
AB6PGH	0.21166000444148347
ABTA	0.24175993781923164
APTNAT	0.24175993781923164
ASAD	0.28611592271818787
ABTDG	0.22462136353542084
ABUTD	0.20503553186764378
ABUTt2pp	0.21641350210970461
ACALD	0.10523317788141238
ALCD2x	0.10523317788141238
ACANTHAT	0.349915611814346
ADOCBIK	0.5623373306684433
ACBIPGT	0.5623373306684433
ACCOAC	0.22274927825893848
ASCBPL	0.2941816566733289
ASCBptspp	0.16471130357539418
3NTD2pp	0.15232622695980458
23PDE2pp	0.15232622695980458
23PDE9pp	0.15232622695980458
3NTD4pp	0.15232622695980458
23PDE7pp	0.15232622695980458
3NTD7pp	0.15232622695980458
3NTD9pp	0.15232622695980458
23PDE4pp	0.15232622695980458
2AGPE180tipp	0.2655218743060182
2AGPG160tipp	0.2655218743060182
2AGPG141tipp	0.2655218743060182
2AGPA140tipp	0.2655218743060182
2AGPE120tipp	0.2655218743060182
2AGPE140tipp	0.2655218743060182
2AGPG161tipp	0.2655218743060182
2AGPA141tipp	0.2655218743060182
2AGPE181tipp	0.2655218743060182
2AGPA120tipp	0.2655218743060182
2AGPA181tipp	0.2655218743060182
2AGPE161tipp	0.2655218743060182
2AGPE160tipp	0.2655218743060182
2AGPA161tipp	0.2655218743060182
2AGPA160tipp	0.2655218743060182
2AGPG181tipp	0.2655218743060182
2AGPG120tipp	0.2655218743060182
2AGPG180tipp	0.2655218743060182
2AGPE141tipp	0.2655218743060182
2AGPG140tipp	0.2655218743060182
2AGPA180tipp	0.2655218743060182
ASNN	0.3039740173217855
2AGPEAT141	0.1395092160781701
2AGPEAT120	0.1395092160781701
2AGPGAT120	0.1395092160781701
2AGPGAT141	0.1395092160781701
2AGPEAT161	0.1395092160781701
2AGPEAT140	0.1395092160781701
2AGPGAT161	0.1395092160781701
2AGPGAT180	0.1395092160781701
2AGPGAT160	0.1395092160781701
2AGPEAT160	0.1395092160781701
2AGPGAT140	0.1395092160781701
2AGPEAT181	0.1395092160781701
2AGPEAT180	0.1395092160781701
2AGPGAT181	0.1395092160781701
ACGAMK	0.33248945147679326
ACGAMT	0.30858316677770375
2DGULRx	0.3137674883411059
HPYRRx	0.3137674883411059
DKGLCNR2x	0.3137674883411059
2DGLCNRy	0.3137674883411059
GLYCLTDx	0.3137674883411059
GLYCLTDy	0.3137674883411059
2DGLCNRx	0.3137674883411059
HPYRRy	0.3137674883411059
DKGLCNR2y	0.3137674883411059
2DGULRy	0.3137674883411059
FRUptspp	0.16471130357539418
ACMUMptspp	0.16471130357539418
MALTptspp	0.16471130357539418
MNLptspp	0.15290250943815234
DHAPT	0.16471130357539418
MANptspp	0.16471130357539418
ACGAptspp	0.14858205640683986
SBTptspp	0.16471130357539418
FRUpts2pp	0.16471130357539418
GAMptspp	0.16471130357539418
GLCptspp	0.16471130357539418
TREptspp	0.16471130357539418
ACMANAptspp	0.16471130357539418
GALTptspp	0.16471130357539418
2INSD	0.3310493004663557
ASNNpp	0.30757495003331115
GLUNpp	0.30757495003331115
2MAHMP	0.36374083944037305
TDP	0.635497446147013
ASNS1	0.1765212080834999
3HAD161	0.5636331334665778
3HAD181	0.5636331334665778
3HAD80	0.5636331334665778
3HAD100	0.5636331334665778
3HAD140	0.5636331334665778
3HAD141	0.5636331334665778
3HAD60	0.5636331334665778
3HAD180	0.5636331334665778
3HAD120	0.5636331334665778
3HAD160	0.5636331334665778
3HAD40	0.5636331334665778
3HAD121	0.5636331334665778
ASNS2	0.30887075283144566
ACGK	0.3824628025760604
T2DECAI	0.5636331334665778
ACGS	0.23268709749056182
3HPPPNH	0.17796135909393737
3HCINNMH	0.17796135909393737
ASNTRS	0.21295691761048188
ilvg	0.17148012436153676
ACHBS	0.17148012436153676
ACLS	0.17148012436153676
ASNt2rpp	0.2097879191650011
3OADPCOAT	0.425810570730624
BUTCT	0.425810570730624
HXCT	0.425810570730624
ASO3t8pp	0.24305574061736618
PPAKr	0.2616333555407506
ACKr	0.2583211192538308
TRE6PP	0.26177770375305354
3OAR80	0.38894292693759713
3OAR121	0.38894292693759713
3OAR141	0.38894292693759713
3OAR40	0.38894292693759713
3OAR140	0.38894292693759713
3OAR120	0.38894292693759713
3OAR180	0.38894292693759713
3OAR100	0.38894292693759713
3OAR161	0.38894292693759713
3OAR181	0.38894292693759713
3OAR60	0.38894292693759713
3OAR160	0.38894292693759713
GART	0.27214745725072176
3OAS120	0.24809682433932934
3OAS181	0.24809682433932934
3OAS80	0.24809682433932934
PYK	0.20474794581390182
3OAS140	0.24809682433932934
3OAS100	0.24809682433932934
3OAS180	0.24809682433932934
3OAS60	0.24809682433932934
KAS14	0.24809682433932934
3OAS160	0.24809682433932934
ASP1DC	0.7390439706862092
ASPCT	0.32327226293582056
ACLDC	0.4325793915167666
3OAS161	0.2529924494781257
MACPD	0.2529924494781257
3OAS141	0.2529924494781257
3OAS121	0.2529924494781257
ASPK	0.12251499000666223
HSDy	0.12251499000666223
ACACT1r	0.2630735065511881
3OXCOAT	0.2630735065511881
ACMAMUT	0.3915356429047302
ACOAD4f	0.12467577170775039
ACOAD6f	0.12467577170775039
ACOAD5f	0.12467577170775039
ACOAD2f	0.12467577170775039
ACOAD1f	0.12467577170775039
ACOAD8f	0.12467577170775039
ACOAD3f	0.12467577170775039
ACOAD7f	0.12467577170775039
ASPO3	0.18141683322229624
ASPO6	0.18141683322229624
ASPO5	0.18141683322229624
ASPO4	0.18141683322229624
KAS15	0.3157839218298912
ACODA	0.2655218743060182
NACODA	0.2655218743060182
ASPT	0.2012913613146791
ASPTA	0.26019320453031314
PHETA1	0.25529757939151676
TYRTA	0.25529757939151676
ACONMT	0.3664767932489451
ACONTb	0.10465689540306462
ACONTa	0.10465689540306462
ASPTRS	0.16096713302242951
SDPTA	0.2568809682433933
ACOTA	0.2568809682433933
SOTA	0.2568809682433933
ASPabcpp	0.3098789695758383
GLUabcpp	0.3098789695758383
ACPS1	0.7226260270930491
ASPt2_2pp	0.23484676882078612
MALDt2_2pp	0.23484676882078612
OROTt2_2pp	0.23484676882078612
MALt2_2pp	0.23484676882078612
SUCCt2_2pp	0.23484676882078612
FUMt2_2pp	0.23484676882078612
ACS	0.1503097934710193
SUCCt2_3pp	0.22879857872529424
FUMt2_3pp	0.22318121252498335
SUCFUMtpp	0.22318121252498335
MALt2_3pp	0.22879857872529424
ASPt2_3pp	0.22879857872529424
CYStpp	0.33407395069953366
ACSERtpp	0.33407395069953366
ASPt2pp	0.2383033533200089
GLUt2rpp	0.2383033533200089
ACTD	0.38519875638463247
ACTDa	0.38519875638463247
AST	0.29734954474794584
GLYCLTt4pp	0.17796135909393737
ACt4pp	0.17796135909393737
DADA	0.308006884299356
ADA	0.308006884299356
ATHRDHr	0.38663890739506995
LSERDHr	0.38663890739506995
DSERDHr	0.38663890739506995
ADCL	0.3646047079724628
ADCPS1	0.31693537641572284
ADCS	0.2283666444592494
ATPPRT	0.33378525427492783
GLUN	0.2283666444592494
ATPS4rpp	0.18703419942260716
DHBD	0.3913912946924273
ADCYRS	0.19293804130579612
DHBS	0.18271374639129467
ADD	0.1616877637130802
DHCINDO	0.3234166111481235
HPPPNDO	0.3234166111481235
ADEt2rpp	0.21842882522762602
XANt2pp	0.21842882522762602
GUAt2pp	0.21842882522762602
DHDPRy	0.3566833222296247
DADK	0.44741283588718633
NDPK5	0.44741283588718633
NDPK6	0.44741283588718633
ADK4	0.44741283588718633
NDPK1	0.44741283588718633
ADK1	0.44741283588718633
NDPK8	0.44741283588718633
ADK3	0.44741283588718633
NDPK3	0.44741283588718633
NDPK4	0.44741283588718633
NDPK2	0.44741283588718633
ADNK1	0.44741283588718633
NDPK7	0.44741283588718633
DHDPS	0.3327770375305352
ADMDC	0.3772784810126582
ADNCYC	0.11445036642238507
BETALDHy	0.20489229402620476
BETALDHx	0.20489229402620476
XTSNH	0.3316255829447035
URIH	0.32399289362647127
INSH	0.3316255829447035
ADNUC	0.3316255829447035
CYTDH	0.32399289362647127
BGLK	0.3350810570730624
DHEDAA	0.3706528980679547
DHFR	0.4037763713080169
DCYTt2pp	0.25342438374417053
DADNt2pp	0.25342438374417053
THMDt2pp	0.25342438374417053
DURIt2pp	0.25342438374417053
CYTDt2pp	0.25342438374417053
ADNt2pp	0.25342438374417053
URIt2pp	0.25342438374417053
GSNt2pp	0.25342438374417053
INSt2pp	0.25342438374417053
DINSt2pp	0.25342438374417053
DGSNt2pp	0.25342438374417053
DHFS	0.24824006218076836
BSORx	0.13274039529202755
BSORy	0.13274039529202755
ADNtex	0.33364090606262486
URItex	0.33364090606262486
INStex	0.33364090606262486
DURItex	0.33364090606262486
DCYTtex	0.33364090606262486
DADNtex	0.33364090606262486
GUAtex	0.33364090606262486
BTS4	0.30483788585387517
DHNAOT4	0.3264401510104375
ADOCBLS	0.39873639795691757
CBIuabcpp	0.30944703530979345
CBL1abcpp	0.30944703530979345
ADOCBLabcpp	0.30944703530979345
DHNPA2r	0.7119686875416389
TAURabcpp	0.31722407284032866
BUTSO3abcpp	0.31722407284032866
ISETACabcpp	0.31722407284032866
ETHSO3abcpp	0.31722407284032866
SULFACabcpp	0.31722407284032866
MSO3abcpp	0.31722407284032866
DHORD2	0.30570286475682873
DHORD5	0.30570286475682873
DHORTS	0.29893404397068624
DHPACCOAHIT	0.14512547190761713
CBL1tonex	0.15851876526759937
CBItonex	0.15851876526759937
ADOCBLtonex	0.15851876526759937
FE3DHBZStonex	0.13072396180324228
FE3HOXtonex	0.1379247168554297
FECRMtonex	0.1379247168554297
FEOXAMtonex	0.1379247168554297
FEENTERtonex	0.1354763491005996
DHPDO	0.34444259382633796
BZ12DOX	0.221309127248501
ADPRDP	0.5417432822562736
DHPS2	0.34746724405951585
ADPT	0.5545602931379081
BZDIOLDH	0.383758605374195
ADSK	0.504155007772596
DHPTPE	0.8415833888518764
ADSL2r	0.2198689762380635
ADSL1r	0.2198689762380635
DHQS	0.2833799689096158
Kt3pp	0.15607039751276924
NAt3pp	0.25817788141239173
CA2t3pp	0.2879891183655341
ADSS	0.2328303353320009
AGDC	0.2748834110592938
CADVtpp	0.22951809904508105
AGM3PA	0.5319498112369532
AGM4PA	0.5319498112369532
AM3PA	0.5319498112369532
AM4PA	0.5319498112369532
DHQTi	0.3826060404174994
DKDID	0.15146235842771485
AGM4PApp	0.23009438152342884
AGM3PApp	0.23009438152342884
CAT	0.13173217854763491
DMATT	0.33436153675327557
GRTT	0.33436153675327557
AGM3PH	0.3046946480124362
AGM4PH	0.3046946480124362
AGMH	0.3046946480124362
DMPPS	0.31794359316011545
IPDPS	0.31794359316011545
CATDOX	0.3274483677548301
AGM4Pt2pp	0.20258716411281366
AGMt2pp	0.20258716411281366
AGM3Pt2pp	0.20258716411281366
CAt6pp	0.3127592715967133
DMQMT	0.3994559182767044
OHPHM	0.3994559182767044
AGMHE	0.3153519875638463
DMSOR2	0.12337885853875194
DMSOR1	0.12337885853875194
TMAOR1	0.12337885853875194
TMAOR2	0.12337885853875194
CYRDAAT	0.5150999333777482
CBLAT	0.5150999333777482
CBIAT	0.5150999333777482
TYRt2rpp	0.2198689762380635
AGMPTRCtpp	0.22159782367310682
PHEt2rpp	0.2198689762380635
CBPS	0.08679991117033088
AGMT	0.3244248278925161
DNAMTn2r	0.21252498334443704
AGPAT181	0.4294115034421497
AGPAT160	0.4294115034421497
AGPAT180	0.4294115034421497
AGPAT140	0.4294115034421497
AGPAT161	0.4294115034421497
AGPAT141	0.4294115034421497
AGPAT120	0.4294115034421497
AGPR	0.30699866755496336
COBALT2abcpp	0.1369165001110371
CU2abcpp	0.1369165001110371
CD2abcpp	0.1369165001110371
NI2abcpp	0.1369165001110371
HG2abcpp	0.1369165001110371
ZN2abcpp	0.1369165001110371
AGt3	0.08723184543637576
CUt3	0.08723184543637576
DNTPPA	0.6444259382633799
NTPP5	0.37785365312014213
NI2t3pp	0.31851987563846323
COBALT2t3pp	0.31851987563846323
ZN2t3pp	0.31851987563846323
MN2t3pp	0.31851987563846323
CD2t3pp	0.31851987563846323
NTPP2	0.37785365312014213
NTPP1	0.37785365312014213
FE2t3pp	0.33392960248723075
HG2t3pp	0.33392960248723075
AHCi	0.2859726848767489
GMHEPK	0.39268709749056185
COBALT2tpp	0.3081512325116589
CU2tpp	0.39268709749056185
GMHEPAT	0.39268709749056185
MN2tpp	0.39268709749056185
CD2tpp	0.39268709749056185
ZN2tpp	0.39268709749056185
FE2tpp	0.39268709749056185
DPCOAK	0.490042194092827
AHCYSNS	0.19409060626249167
NTPTP1	0.19409060626249167
NTPTP2	0.19409060626249167
AICART	0.18602598267821452
IMPC	0.18602598267821452
KARA1	0.19797912502775927
KARA2	0.19797912502775927
DPR	0.19797912502775927
CDAPPA141	0.3980157672662669
CDAPPA140	0.3980157672662669
CDAPPA180	0.3980157672662669
CDAPPA120	0.3980157672662669
CDAPPA161	0.3980157672662669
CDAPPA181	0.3980157672662669
CDAPPA160	0.3980157672662669
AIRC2	0.29274150566289137
CDPMEK	0.34329002886964244
AIRC3	0.5869642460581834
AKGDH	0.09889629136131468
CFAS180E	0.3035420830557406
CFAS160G	0.3035420830557406
CFAS160E	0.3035420830557406
CFAS180G	0.3035420830557406
GLYCL	0.0898234510326449
PDH	0.10451365756162558
GLYBabcpp	0.27257939151676663
CHLabcpp	0.27257939151676663
AKGt2rpp	0.24103930712858096
CGLYabcpp	0.18184987785920498
PROGLYabcpp	0.18184987785920498
ALAALAabcpp	0.18184987785920498
CHLt2pp	0.1454130579613591
ALAALAr	0.28165223184543636
GLYt2pp	0.21425272040861645
GLYBt2pp	0.3274483677548301
PPND	0.2817954696868754
CHORM	0.27257939151676663
ALAGLUE	0.3167921385742838
PPNDH	0.27257939151676663
ALAR	0.2897168554297135
CHORS	0.29058072396180323
THRA2	0.24406395736175882
ALATA_D2	0.24406395736175882
ALATA_L2	0.24406395736175882
THRA	0.24406395736175882
GHMT2r	0.24406395736175882
CHRPL	0.5974772373972906
DRPA	0.3706528980679547
ALATRS	0.11012991339107263
CITACt	0.21612480568509881
ALAabcpp	0.24665667332889185
THRabcpp	0.24665667332889185
ILEabcpp	0.24665667332889185
VALabcpp	0.24665667332889185
LEUabcpp	0.24665667332889185
CITL	0.1961070397512769
DSBAO1	0.46469464801243615
DSBAO2	0.46469464801243615
TDSR1	0.16384743504330446
DSBCGT	0.4127059737952476
CITt4_1	0.23398290028869642
METSOXR1	0.4204830113257828
RNDR1	0.12813124583610924
METSOXR2	0.6540750610703975
RNDR3	0.12813124583610924
RNDR2	0.12813124583610924
THIORDXi	0.6065500777259605
PAPSR	0.39916833222296244
DSBDR	0.16384743504330446
TRDR	0.30627803686431265
RNDR4	0.12813124583610924
CLPNS160pp	0.20719631356873194
CLPNS181pp	0.20719631356873194
CLPNS180pp	0.20719631356873194
CLPNS120pp	0.20719631356873194
CLPNS141pp	0.20719631356873194
CLPNS161pp	0.20719631356873194
CLPNS140pp	0.20719631356873194
TDSR2	0.16384743504330446
DALAt2pp	0.21425272040861645
BALAt2pp	0.21425272040861645
DSERt2pp	0.21425272040861645
ALAt2pp	0.21425272040861645
DSBGGT	0.4875938263379969
CLt3_2pp	0.21238063513213415
ALAt4pp	0.21842882522762602
GLYt4pp	0.21842882522762602
DTMPK	0.46613479902287364
DURIK1	0.5688185654008439
TMDK1	0.5688185654008439
ALCD19	0.2835243171219187
FALDH2	0.2835243171219187
PUNP5	0.4078092382855874
PUNP4	0.4078092382855874
PUNP3	0.4078092382855874
PUNP2	0.4078092382855874
PUNP6	0.4078092382855874
DURIPP	0.23124694648012434
PUNP1	0.4078092382855874
CMCMSAD	0.20316344659116142
TMDPP	0.23124694648012434
CMHMI	0.7125449700199866
ALCD3ir	0.2859726848767489
DUTPDP	0.6222473906284699
ALDD19xr	0.1972584943371086
NTPP7	0.37785365312014213
NTPP3	0.37785365312014213
MG2tpp	0.3081512325116589
NI2tpp	0.3081512325116589
ALDD2x	0.19927492782589387
GGGABADr	0.19927492782589387
PGP120abcpp	0.1685998223406618
PA180abcpp	0.1685998223406618
PE141abcpp	0.1685998223406618
PG141abcpp	0.1685998223406618
PA120abcpp	0.1685998223406618
PA140abcpp	0.1685998223406618
PGP160abcpp	0.1685998223406618
PA141abcpp	0.1685998223406618
PE120abcpp	0.1685998223406618
PA160abcpp	0.1685998223406618
PE160abcpp	0.1685998223406618
PA161abcpp	0.1685998223406618
PE140abcpp	0.1685998223406618
PGP161abcpp	0.1685998223406618
LIPACabcpp	0.1685998223406618
PG161abcpp	0.1685998223406618
PG160abcpp	0.1685998223406618
PGP180abcpp	0.1685998223406618
COLIPAabcpp	0.1685998223406618
PE181abcpp	0.1685998223406618
PA181abcpp	0.1685998223406618
PE180abcpp	0.1685998223406618
PGP181abcpp	0.1685998223406618
PE161abcpp	0.1685998223406618
PG140abcpp	0.1685998223406618
PG181abcpp	0.1685998223406618
LIPAabcpp	0.1685998223406618
PG180abcpp	0.1685998223406618
K2L4Aabcpp	0.1685998223406618
PGP141abcpp	0.1685998223406618
PGP140abcpp	0.1685998223406618
PG120abcpp	0.1685998223406618
DXPRIi	0.2655218743060182
ALDD2y	0.19207417277370642
ALDD3y	0.19207417277370642
DXPS	0.15837441705529648
XYLK	0.1726326893182323
DXYLK	0.20647568287808127
CPC2MT	0.41457805907172995
ALLPI	0.6229680213191205
RPI	0.4265312014212747
CPC3MT	0.4036331334665778
E4PD	0.2972051965356429
ALLTAMH	0.25313679769042857
EAR121y	0.36359649122807014
EAR100y	0.36359649122807014
EAR160x	0.36359649122807014
EAR40y	0.36359649122807014
EAR141y	0.36359649122807014
EAR181y	0.36359649122807014
EAR160y	0.36359649122807014
EAR161x	0.36359649122807014
EAR181x	0.36359649122807014
EAR141x	0.36359649122807014
EAR60y	0.36359649122807014
EAR60x	0.36359649122807014
EAR80x	0.36359649122807014
EAR120y	0.36359649122807014
EAR121x	0.36359649122807014
EAR100x	0.36359649122807014
EAR180x	0.36359649122807014
EAR40x	0.36359649122807014
EAR140x	0.36359649122807014
EAR140y	0.36359649122807014
EAR161y	0.36359649122807014
EAR180y	0.36359649122807014
EAR80y	0.36359649122807014
EAR120x	0.36359649122807014
CPC4MT	0.3813102376193649
CPC5MT	0.28064401510104375
ALLTN	0.32413613146791026
CPC6MT	0.5038674217188541
ALLULPE	0.45763824117255164
ECAtpp	0.2532811459027315
